genename Y101_A Y101_B Y101_C Y102_A Y102_B Y102_C Y201_A Y201_B Y201_C Y202_A Y202_B Y202_C Y1015_A Y1015_B Y1015_C
ILF2 611448.796182509 835025.877925346 428204.146113459 626914.733269965 1009194.53451593 453468.414929065 544807.044659056 860121.908394127 294273.836128677 338083.048045314 617870.33839006 606941.052273076 325165.882304428 238067.272829196 373966.657128621
ILF3 455365.915941677 686088.615977479 212688.522017864 286718.575284185 375213.479399094 282385.198020861 483925.0569589 284847.534411298 248273.596390615 724737.406095844 405048.163876142 300467.901598456 152160.905166447 82810.1677949032 144624.223236114
LMAN2 1214273.22277803 1292499.35877426 518434.167764257 900527.590930841 532399.130106474 617903.505938142 690138.663431332 621495.752094271 914928.377194012 1445468.9796635 916950.067857688 480779.384682169 895524.548949174 1094536.19658174 769114.59070808
MTAP 32593.2162184202 6833.72936411126 91650.0451521605 58876.6346831504 53979.4994581059 102733.357728282 5330.67471739267 139282.636192188 79161.9613052848 0 28866.312809857 50029.4795661614 54208.5843817354 1169.99513177351 153112.90163726
HNRNPA0 123403.680081635 330622.23582768 107384.703757688 512742.490682373 165613.254677103 198044.953763187 105638.950892155 319807.363416876 101320.553972734 284890.300440917 113048.59294651 122239.355130772 157014.31057392 212049.560304073 48545.048709358
AIMP2 30239.7280796006 57044.8636598742 85800.2434892486 49090.3899041833 94639.9372738556 186657.308998726 43694.5116683923 43830.6515165809 237018.109654079 69432.6373126195 57558.6520330084 132854.99444716 136653.009716917 33968.2823548485 109268.911058403
PAK2 65807.6064404473 81659.8428608107 161783.628162263 146106.774749916 157551.230455933 280464.183119552 82647.353222426 224164.518146205 79498.4820162341 68065.1228819174 83322.4012130116 192108.881823594 307766.455672648 194843.122665639 223954.450635991
CBX3 157664.512499472 222582.028955443 199979.326957335 168011.489116505 258529.541406812 60373.4593390166 154361.261253041 314072.131065765 48484.3628443667 292215.340956133 113873.612914703 120162.314247482 105803.59880954 81521.3003508118 38273.4605669709
PSMD2 35451.5572685836 24806.7678558396 131011.958931969 4555.672822349 304514.303595244 306736.062148998 50453.4619769487 5971.63054440277 18304.4978558827 28906.6416616924 361008.550925515 187646.930599364 51976.1544954575 6673.58016447945 204405.833470229
SEMA3B 81100.6408564733 168838.816677659 45876.9282156697 262986.887213252 47695.0739017038 169333.479607425 67414.6473264637 20869.9531222614 180014.923432403 565982.119307877 223756.583891417 94345.2154632664 39281.9360918516 67881.2158455651 30660.6218996888
PAPPA 1440132.23163167 1636668.71725069 477901.974213618 939967.952432689 265451.373361369 751114.361722958 429479.902538898 259028.267470562 319368.829988013 863514.537864062 462287.037040508 415781.843633798 4970201.39866436 5979354.25033279 1759131.95882465
TRIM28 33074.7039078307 38610.2201362871 254344.332833425 63009.9392897673 260491.389993458 281453.019141005 134433.26729668 356069.139626043 25186.1132226759 77317.6505553506 101070.642250809 138217.61688384 50224.6490899482 20119.838749442 62021.8173038922
SEMA3F 75361.4641504377 122945.650625057 17852.7463466672 60756.329880552 27931.5292045015 208296.93782614 17431.0752867431 25060.4978097544 4407.28138426633 74369.1834470761 61910.9215496691 33671.8591579835 31730.8392846388 24633.1347518604 15214.8265503045
PTK7 107622.884930463 110803.962037478 84691.8461010597 317675.16786083 160289.240663171 84350.692746575 407806.699932274 260534.996552366 56175.2394115419 617519.975224442 285286.913560742 116915.138808098 48954.6149789663 88656.3640905077 66644.2552928961
MFAP5 15794388.5797861 10715632.3688727 18366840.4457257 9274804.20297483 7186118.15550561 24382838.8953671 28273014.5556174 13387575.383983 22503981.9540236 12194623.2346156 11102456.9006171 10331490.3684086 18099733.4338047 17753372.0620531 15882545.2728195
MSLN 360217.978184007 149715.284486603 170893.710914057 1644426.44228066 696416.978521325 1418893.57609701 147932.147342415 223095.445815219 34190.2982127222 2044519.41704501 440747.581583251 604320.66462782 364878.430725485 459812.040262348 217186.599063278
ADAM9 5161751.71719592 6889093.04884701 7030489.42013694 5120516.55240068 12298441.7306381 12465787.4505646 3067331.55733134 2993532.99047375 15361163.365348 5395452.49090311 9565812.8970816 11389147.2375398 9648919.75168603 5630903.15027549 11744126.5741024
ADAM15 223205.5418812 451592.065813831 201160.443480329 249882.72829181 377389.354994815 260150.27634826 288321.38575675 392793.592437102 41976.7633798209 208221.717023817 68760.3578777561 176294.936229894 122987.779796918 122446.028562676 168531.561633921
SQSTM1 324528.732371443 412313.94260959 109976.594834899 212794.77988761 138036.50069727 59409.4773320584 206200.629532446 101444.399612355 255760.374191803 339815.19372554 165080.125154395 71490.3612612837 204618.039378673 287937.62660215 122441.645032597
ASAH1 159755.628968573 281544.634045518 82149.4326445634 357867.824945247 291912.072831913 622226.873935474 98007.4011483669 178879.159504347 361875.750898618 407615.858036124 655801.343376637 325453.495918947 525868.060815763 1042872.71783546 362119.029898826
DCTN2 189660.354206778 451922.592704055 486375.91601236 426363.322167299 555850.978124938 1041384.14127544 225630.837215931 549387.818022663 217569.631430841 353360.674528206 997659.935522184 591823.664639815 1703161.53192407 1649597.60398314 1019704.19350282
SEMA5A 219474.001511227 281556.821702987 61009.9524330507 245122.333309319 167876.048448622 99891.0010783717 882707.057503039 337025.659732741 57136.1495412614 434027.57797818 186884.043788711 78450.0330412384 28603.6809179389 35568.5459452827 21191.8328177673
TSTA3 80441.7631421549 74976.7872477685 99307.6276679093 92249.9945180906 109975.476576952 152524.473298643 110651.715396633 225263.988760168 13949.3350830085 215715.103279658 152159.141827411 128984.027894334 111005.246170031 130238.339551384 104202.690614073
FHL1 5336793.42867135 2822854.13609733 6161270.48357313 10916397.5331937 7855454.90045962 19669025.6370138 8786989.76223268 6180560.76777415 8649820.55868877 12272551.1532119 17985684.6657503 14541648.9065585 1642326.34248047 2089222.92469482 1513325.27221698
ALCAM 16330461.6587184 15704543.0186544 4816551.49284989 11403877.3351938 8945155.75866775 6809802.59208285 8505981.30783729 9316861.1155661 10851001.9401042 16156093.2946591 9655617.29293667 6766356.22418284 9813519.39031261 11606169.6747136 14385929.1163079
SPTAN1 4248625.02384339 4718388.38543498 3056577.76646729 2769259.8023753 3000367.94931462 4455355.26317641 4531069.10490453 3675961.17829675 1450926.15121847 6267030.97717826 7386060.00663569 2948258.69902474 4656673.42417433 4356105.7519838 3744433.31024858
ENPP2 40353.2539197762 111523.995344754 52245.7730699002 23888.3589197186 13138.6244937615 5762.84225815479 178196.304399002 141933.935416996 150604.794725765 20586.1809491942 2398.64158610672 38584.0282723391 10482.6777672206 529.562317238564 24148.210698776
BLMH 206594.343066647 315735.108220294 211622.14926378 358807.240235008 261080.107730719 169555.102795798 135427.801239151 428036.359528156 29132.4935351411 927980.953554188 322667.688969231 197309.964405799 759444.3051143 689217.383605183 648420.964680112
TUBB2A 36250.565305001 22621.4009988384 61103.7341833751 234922.614556368 181615.686708811 524065.24762879 32953.2558312355 77064.9288661791 10220.6625840484 145497.897915026 252155.20961454 234895.928744122 164453.804143174 72774.375187747 87901.1065073267
CIRBP 68198.3359689271 102100.646805069 97587.6428187445 126061.886525249 48432.4289566482 90898.1257983978 109642.508779534 89886.5948262525 26213.9855973814 250601.946626088 257656.565204577 74373.8252832683 221540.676356532 243522.870167832 105608.14956102
COTL1 926930.746974927 1332497.79054302 3618457.59984845 812775.123794422 2472213.46055004 4197101.68018905 821189.274616066 2910183.10028539 1523314.64620627 2099212.67152508 8127855.42875283 2725406.33280997 2483885.6299208 2431518.43897588 3536328.33157404
COX17 146296.281820073 171249.529076655 68489.7673749696 147082.892585633 187248.440343075 190971.423341251 90091.1273977102 12554.1865861486 67647.2754531218 265134.561810925 253371.191579377 171310.507053269 257489.928953678 426343.622365676 195641.063925489
HNRNPD 1067614.98207087 1389954.04894909 759755.483682901 1279894.96103815 753131.175203888 1059523.27564296 1058202.55279954 1024945.2389738 83464.6443240966 1937014.81251257 2665525.87898893 676078.755931957 1091392.89184803 1311664.6995871 374290.626054573
SCARB2 54748.3626736781 114316.323046293 3576.97257808702 19994.5766063929 9146.8731825536 11418.1700421224 54488.5167474567 10122.5067539884 13569.4589543249 203818.82157942 106893.78751343 4146.92155638181 5591.88858539562 20901.8569953342 4921.77669449675
NID2 1220518.46342445 2616199.40428546 1291959.94926144 531884.846085327 3321781.95790131 3336514.74309871 3507422.6140553 2392528.35434694 683301.285045626 1596616.17858472 3951197.50007795 7542118.23088589 1839544.30266619 1467825.31804986 4731785.56893179
IL18 22145.8209028792 40415.6879555376 29990.6099863241 173895.102452161 115129.443697924 319324.593862042 18806.9172330547 3006.34355395428 2329.47314655403 144655.92681447 190974.84845921 108807.864386596 19073.6514973409 20728.9378800642 8842.9248701187
DAG1 7481254.2811841 10108182.6274788 3698122.75878604 6869694.40177077 6753525.75340781 13222970.3018578 4760697.61513818 2936267.79053907 4308092.88043247 13042155.1148526 16735233.9212626 8897996.64210088 6788334.46831395 7293111.80249864 4772647.93641466
FHL2 1670443.29824813 1348993.53101008 5459786.21496694 2017846.66690792 2127267.87861103 5272705.94103264 1272618.09915948 2039233.41034316 1056820.13448201 2155287.05692709 4488767.705255 4032793.02371386 5694069.93344472 7552320.16231886 5862067.97011593
DPYSL3 347623.267723335 648502.624807101 698813.187517353 560526.506446387 183084.269601819 388295.882257392 308273.099629722 762971.106767904 375726.336841154 342089.036274286 475970.162973184 263615.84978079 855528.094901101 1235147.29339969 664071.610237309
DYNC1H1 346075.375644739 380318.728725033 348417.357439177 462930.291559033 431716.829015546 825904.065210933 191365.083889044 295083.656348687 47846.5531565557 426065.326284096 778636.531909846 632270.330276524 647681.121670072 222368.750728148 550816.090786797
EIF4A2 39291.2677645911 41628.2073559999 44248.5561171545 66703.120121676 48310.2643758382 130498.664770278 36219.4373022629 11798.5203826327 8056.74662748047 126290.537616629 337411.49635356 125330.121151555 174902.889209404 273859.427023945 99276.0937615888
CTTN 1306399.6065149 2736734.25200139 2609109.9285098 1737042.69532101 2297067.37947243 3029269.16044782 1240423.61760781 3439588.66884141 1055281.44334084 1858555.09775986 3547719.85222872 1648081.92630901 5464255.13752541 6745061.31091342 4174179.54229018
RCN2 88013.7628936563 41997.2610778148 407104.849576476 29526.8979555225 715256.558055694 1075534.4451707 144083.792006589 491.666584298139 17451.1018005653 384558.650814546 2074889.22031175 474614.89472999 907332.559251465 381286.90855356 432409.829004437
FLNC 10645415.8309188 15703104.0266126 14735268.5418522 12737958.0172103 13610613.5333059 26916375.8659206 11204866.573158 17842888.2763564 11780924.0491251 15363283.5433164 17397223.9288992 15901452.2678871 41496381.6374768 33514105.5751646 21980819.5861874
GAS6 962948.098471471 726756.162730347 98777.33517062 62857.9083918151 100580.388373489 21264.8835669561 316475.584549724 223300.96347178 36252.5950087892 339864.205180101 91360.2582975386 31652.7994413929 230796.900545353 267733.495469963 228051.229291315
FAT1 2739903.6777649 2844898.9314715 1334852.73383775 2121891.82975551 3350027.66104353 2683068.58746253 2263050.84486997 1421176.43490186 850396.213743796 4811757.26162201 2175893.18209518 2573329.83254157 4957102.75147814 4132641.42693892 4326292.87297292
DSC3 65096.6504725808 70597.5545176278 22521.9312204379 189028.665748502 60182.1878650877 92999.0154583029 69066.2700905378 80805.6986196106 104427.912412217 1336197.44077382 2304558.38701279 1681743.15579532 78872.6015580002 102210.513101061 21483.420641325
GANAB 4329262.5788978 5971770.18218922 2700780.27789383 3624158.70932755 3400363.3643341 4618085.23137264 5172858.50560693 4699892.00364764 943742.337171178 6564604.52376738 5270473.53081837 3853650.23652676 3356844.49886719 2085370.97009613 2524299.35852244
MVP 118577.25977824 211780.830860809 506349.560833255 1043933.84134738 1065221.80192546 1585248.90396866 432700.879370359 549602.534631572 78881.6936271265 1044700.00802049 1307034.92216856 1683116.42166771 284646.731062444 199831.923365088 352451.61746355
LTBP1 23011417.5827389 38774402.6194335 11362758.4018145 19716711.7298091 14249324.9369243 16085543.4614023 23344677.1382708 35911567.9670238 37469676.8012419 13057936.1057106 7802646.4622728 8830918.80540918 21512463.135789 19862168.4213835 29290497.8828865
LTBP2 1047405.74267159 1866359.60045424 1947007.68289334 1798153.98283124 1250067.09819756 793502.875265885 1709083.3068739 1677896.5799353 3599099.71036424 1335519.92356534 671078.026174954 687711.917950036 724301.343884688 2395806.02266555 1822126.10170576
LASP1 5477568.89166477 5092582.6325782 6712738.28788715 7109294.22372308 6132906.97516652 12780724.3128953 5168912.49130079 6035977.34728885 3165619.84170495 7658345.75030935 14863427.524099 7254344.84266879 17301872.9506672 21993783.6036995 9378734.60087099
PTGR1 269177.569219808 358684.325490586 343734.874067793 199914.720831462 88795.5638389094 175209.118328797 174391.176229306 142282.163295448 37362.3346323708 314433.386822922 329809.322754509 108713.613192313 1600260.7686615 1809893.19067843 469911.369910509
GPNMB 862263.943037708 914009.666996032 107717.733008799 1545367.43840448 167244.637834444 56982.1881991901 562873.814232425 487144.825908097 38192.1374195872 1534987.62054974 328747.696868604 88805.1076588306 120355.384954917 220908.233983074 40402.4868764566
KPNB1 917057.219103249 873508.824735463 1883621.81365845 1123150.86802348 1871639.71691234 2460005.04762178 852410.972196955 1089211.91381426 888310.108449486 1313052.44931735 1961946.75837925 1913357.54822823 1019986.28891926 303417.276822025 1586243.6049646
SEPT2 83926.9103782152 188642.407086374 409359.054572799 241653.391518439 775245.086471083 810749.357860892 342881.510134721 453134.443763079 352689.451890627 110874.600043801 750631.072989967 699672.41365017 223787.320900474 74527.0302389545 648357.591411317
KARS 424115.467971145 489314.034557773 400712.472227419 512195.24715955 467785.214696951 622983.55927716 346284.995176241 526566.916185672 119746.10651554 767579.967565213 720391.756471958 402995.462496562 907927.472530964 733884.279281186 546843.576483817
POSTN 13860260.4951496 20139801.0320331 7391050.82468081 6100672.31024319 3462444.51723596 4673562.04144023 229381499.47516 178662509.382701 522952652.392808 3631107.35242059 5239808.34783497 4088484.78441056 2074263.45522308 2247624.44556536 1891283.59271567
